State,Avg Daily Distance(Km),Avg Daily Distance levels(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Engin Capacity Groups,Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
West Bengal,48.65,High Usage,Bajaj,Pulsar 150,"$260,387.00 ",2024,113,0-150 cc,Electric,95.94,Third,2024,Not Available,Individual,"$205,280.82 ",Tier 1
Punjab,39.76,Moderate Usage,Honda,Activa,"$102,921.00 ",2017,114,0-150 cc,Petrol,26.24,Second,2024,Active,Individual,"$65,985.59 ",Tier 3
Delhi,56.75,High Usage,KTM,250 Duke,"$197,810.00 ",2021,114,0-150 cc,Petrol,51.43,First,2021,Not Available,Dealer,"$126,771.02 ",Metro
Delhi,70.61,High Usage,Kawasaki,Ninja 400,"$116,541.00 ",2015,114,0-150 cc,Petrol,56.56,First,2015,Active,Individual,"$55,474.50 ",Tier 1
Punjab,65.91,High Usage,Kawasaki,Z650,"$67,921.00 ",2022,114,0-150 cc,Electric,71.65,First,2022,Expired,Individual,"$45,000.44 ",Tier 2
Rajasthan,43.37,High Usage,TVS,Sport,"$393,631.00 ",2022,114,0-150 cc,Hybrid,76.42,First,2022,Not Available,Dealer,"$310,667.65 ",Metro
Maharashtra,53,High Usage,Hero,Splendor Plus,"$245,543.00 ",2024,114,0-150 cc,Hybrid,79.21,First,2024,Expired,Individual,"$147,461.20 ",Tier 3
Rajasthan,48.41,High Usage,TVS,Apache RTR 160,"$242,782.00 ",2024,114,0-150 cc,Electric,85.4,Second,2024,Expired,Individual,"$160,657.65 ",Tier 1
Punjab,75.01,High Usage,Kawasaki,Ninja 300,"$312,146.00 ",2019,114,0-150 cc,Electric,85.42,Second,2024,Not Available,Individual,"$149,710.03 ",Tier 2
Rajasthan,18.12,Lower Usage,Honda,CBR 650R,"$347,482.00 ",2018,114,0-150 cc,Hybrid,97.68,Third,2019,Active,Individual,"$231,373.30 ",Tier 1
Gujarat,12.64,Lower Usage,Kawasaki,Ninja 300,"$110,653.00 ",2016,114,0-150 cc,Hybrid,98.38,Second,2023,Expired,Individual,"$83,610.18 ",Tier 3
Madhya Pradesh,67.68,High Usage,Royal Enfield,Interceptor 650,"$166,846.00 ",2024,115,0-150 cc,Petrol,49.61,Second,2024,Not Available,Individual,"$79,583.35 ",Tier 1
Rajasthan,76.03,High Usage,TVS,Sport,"$330,991.00 ",2024,115,0-150 cc,Hybrid,65.83,Third,2024,Active,Individual,"$245,221.96 ",Tier 3
Madhya Pradesh,23.75,Moderate Usage,Yamaha,Fascino 125,"$83,679.00 ",2023,115,0-150 cc,Electric,67.27,Third,2024,Active,Dealer,"$43,579.95 ",Tier 3
Madhya Pradesh,15.45,Lower Usage,Kawasaki,Ninja 300,"$297,370.00 ",2015,115,0-150 cc,Hybrid,67.85,First,2015,Expired,Dealer,"$229,343.42 ",Tier 3
Maharashtra,12.95,Lower Usage,Hero,Splendor Plus,"$263,463.00 ",2017,115,0-150 cc,Electric,67.91,Third,2024,Not Available,Individual,"$202,946.67 ",Tier 3
Rajasthan,79.9,High Usage,KTM,250 Duke,"$395,253.00 ",2022,115,0-150 cc,Hybrid,68.6,First,2022,Active,Dealer,"$176,952.87 ",Tier 3
Karnataka,73.77,High Usage,TVS,Apache RTR 160,"$295,076.00 ",2022,115,0-150 cc,Electric,71.1,Third,2023,Not Available,Dealer,"$147,987.59 ",Metro
Tamil Nadu,62.06,High Usage,Honda,Shine,"$104,252.00 ",2023,115,0-150 cc,Hybrid,73.57,First,2023,Active,Individual,"$62,856.72 ",Tier 2
Tamil Nadu,15.23,Lower Usage,Hero,Xtreme 160R,"$75,474.00 ",2020,115,0-150 cc,Hybrid,75.93,First,2020,Active,Individual,"$50,148.49 ",Tier 3
Tamil Nadu,56.01,High Usage,Kawasaki,Versys 650,"$256,045.00 ",2019,115,0-150 cc,Hybrid,77.52,Second,2019,Expired,Dealer,"$157,557.62 ",Tier 1
Gujarat,10.99,Lower Usage,Yamaha,R15 V4,"$183,553.00 ",2016,115,0-150 cc,Hybrid,80.05,Second,2016,Not Available,Individual,"$74,079.43 ",Metro
Karnataka,33.54,Moderate Usage,Honda,CBR 650R,"$282,648.00 ",2019,115,0-150 cc,Electric,82.13,First,2019,Not Available,Individual,"$147,357.90 ",Tier 3
Delhi,41.6,High Usage,KTM,250 Duke,"$310,707.00 ",2023,115,0-150 cc,Hybrid,82.75,Third,2023,Active,Dealer,"$206,700.97 ",Metro
Delhi,12.41,Lower Usage,Honda,Dio,"$86,276.00 ",2020,115,0-150 cc,Hybrid,91.69,Second,2020,Expired,Dealer,"$52,267.08 ",Tier 1
Punjab,37.16,Moderate Usage,TVS,Ronin,"$377,483.00 ",2021,115,0-150 cc,Hybrid,97.36,First,2021,Active,Dealer,"$197,901.93 ",Metro
Rajasthan,29.48,Moderate Usage,Hero,Passion Pro,"$329,829.00 ",2016,115,0-150 cc,Electric,99.21,Second,2017,Expired,Dealer,"$140,912.80 ",Metro
Punjab,61.92,High Usage,Hero,Passion Pro,"$98,332.00 ",2021,116,0-150 cc,Petrol,35.78,Second,2024,Not Available,Dealer,"$60,656.20 ",Tier 1
West Bengal,43.56,High Usage,Kawasaki,Versys 650,"$336,167.00 ",2015,116,0-150 cc,Petrol,49.43,First,2015,Expired,Dealer,"$224,561.93 ",Tier 3
Madhya Pradesh,12.93,Lower Usage,Yamaha,Ray ZR,"$139,497.00 ",2022,116,0-150 cc,Petrol,50.23,Second,2024,Not Available,Dealer,"$91,520.83 ",Metro
Tamil Nadu,36.6,Moderate Usage,Royal Enfield,Interceptor 650,"$282,112.00 ",2022,116,0-150 cc,Petrol,50.93,First,2022,Expired,Individual,"$170,839.08 ",Tier 3
Maharashtra,11.6,Lower Usage,Bajaj,Dominar 400,"$193,068.00 ",2015,116,0-150 cc,Petrol,55.8,Third,2022,Expired,Dealer,"$139,480.26 ",Tier 1
Gujarat,68.27,High Usage,TVS,Ronin,"$218,954.00 ",2024,116,0-150 cc,Electric,72.41,First,2024,Not Available,Dealer,"$114,251.53 ",Tier 1
Madhya Pradesh,34.27,Moderate Usage,Royal Enfield,Meteor 350,"$293,401.00 ",2023,116,0-150 cc,Hybrid,90.24,Second,2023,Expired,Individual,"$125,164.70 ",Tier 2
West Bengal,15.43,Lower Usage,Yamaha,Fascino 125,"$138,590.00 ",2023,117,0-150 cc,Petrol,30.24,Second,2023,Active,Dealer,"$85,059.12 ",Tier 3
Maharashtra,36.27,Moderate Usage,Hero,HF Deluxe,"$211,628.00 ",2018,117,0-150 cc,Petrol,30.44,Second,2020,Expired,Dealer,"$160,249.37 ",Tier 1
Karnataka,33.44,Moderate Usage,Yamaha,Ray ZR,"$152,292.00 ",2024,117,0-150 cc,Petrol,30.53,Third,2024,Active,Dealer,"$110,686.93 ",Metro
Delhi,9.87,Lower Usage,KTM,390 Adventure,"$100,389.00 ",2024,117,0-150 cc,Petrol,34.46,Second,2024,Active,Dealer,"$63,724.51 ",Tier 1
Karnataka,30.3,Moderate Usage,Kawasaki,Ninja 400,"$167,093.00 ",2018,117,0-150 cc,Petrol,34.54,Second,2020,Not Available,Individual,"$74,473.47 ",Tier 3
Uttar Pradesh,42.48,High Usage,Yamaha,MT-15,"$314,543.00 ",2016,117,0-150 cc,Petrol,35.66,Third,2022,Expired,Dealer,"$238,888.95 ",Tier 3
Gujarat,76.93,High Usage,TVS,Ronin,"$271,554.00 ",2020,117,0-150 cc,Petrol,36.38,Third,2021,Active,Individual,"$137,155.12 ",Metro
Karnataka,66.67,High Usage,Kawasaki,Vulcan S,"$204,732.00 ",2024,117,0-150 cc,Petrol,54.69,Third,2024,Not Available,Dealer,"$161,603.65 ",Tier 3
Gujarat,13.01,Lower Usage,Royal Enfield,Classic 350,"$100,933.00 ",2023,117,0-150 cc,Electric,60.54,Third,2024,Not Available,Dealer,"$59,731.83 ",Tier 2
Gujarat,79.03,High Usage,Honda,Unicorn,"$297,683.00 ",2022,117,0-150 cc,Hybrid,65.31,Third,2024,Active,Dealer,"$163,142.94 ",Tier 3
Tamil Nadu,5.44,Lower Usage,Honda,Activa,"$245,736.00 ",2021,117,0-150 cc,Hybrid,67.65,Second,2022,Active,Individual,"$175,411.26 ",Metro
Uttar Pradesh,75.5,High Usage,KTM,390 Adventure,"$220,407.00 ",2023,117,0-150 cc,Hybrid,78.97,Third,2023,Active,Dealer,"$93,683.86 ",Tier 2
Tamil Nadu,71.41,High Usage,Yamaha,MT-15,"$386,626.00 ",2015,117,0-150 cc,Electric,89.22,First,2015,Not Available,Dealer,"$245,784.23 ",Tier 1
Gujarat,60.51,High Usage,Bajaj,Platina 110,"$72,463.00 ",2022,118,0-150 cc,Petrol,26.28,First,2022,Active,Dealer,"$37,061.57 ",Tier 2
West Bengal,20.11,Lower Usage,Kawasaki,Ninja 300,"$294,209.00 ",2020,118,0-150 cc,Petrol,31.89,Second,2024,Active,Individual,"$129,355.18 ",Tier 2
Uttar Pradesh,77.03,High Usage,Royal Enfield,Himalayan,"$334,773.00 ",2022,118,0-150 cc,Petrol,41.8,First,2022,Not Available,Dealer,"$141,209.42 ",Tier 3
Karnataka,56.53,High Usage,Hero,Glamour,"$75,325.00 ",2017,118,0-150 cc,Petrol,48.01,Second,2017,Active,Individual,"$37,048.79 ",Tier 3
Madhya Pradesh,27.36,Moderate Usage,Hero,Splendor Plus,"$190,065.00 ",2023,118,0-150 cc,Petrol,48.83,First,2023,Not Available,Individual,"$150,847.14 ",Tier 2
Delhi,74.2,High Usage,Hero,Xtreme 160R,"$161,846.00 ",2019,118,0-150 cc,Petrol,51.02,Third,2019,Not Available,Individual,"$96,689.47 ",Tier 1
Gujarat,15.86,Lower Usage,TVS,NTorq 125,"$55,688.00 ",2021,118,0-150 cc,Petrol,51.8,Second,2023,Not Available,Dealer,"$32,877.57 ",Metro
Karnataka,46.26,High Usage,Honda,CBR 650R,"$382,183.00 ",2021,118,0-150 cc,Petrol,51.81,Third,2021,Active,Dealer,"$211,052.44 ",Metro
Delhi,46.93,High Usage,KTM,RC 390,"$333,566.00 ",2020,118,0-150 cc,Petrol,52.74,Third,2024,Not Available,Individual,"$175,024.85 ",Metro
Madhya Pradesh,52.33,High Usage,TVS,Apache RTR 160,"$71,147.00 ",2024,118,0-150 cc,Hybrid,61.3,Third,2024,Expired,Dealer,"$52,113.17 ",Tier 2
Gujarat,30.76,Moderate Usage,Bajaj,CT 100,"$258,131.00 ",2016,118,0-150 cc,Electric,63.63,First,2016,Not Available,Dealer,"$188,110.79 ",Tier 3
Karnataka,68.8,High Usage,Yamaha,R15 V4,"$371,219.00 ",2015,118,0-150 cc,Electric,64.3,First,2015,Expired,Dealer,"$251,453.72 ",Tier 3
Uttar Pradesh,17.33,Lower Usage,Yamaha,MT-15,"$147,881.00 ",2022,118,0-150 cc,Hybrid,66.91,First,2022,Expired,Individual,"$79,418.16 ",Tier 1
Uttar Pradesh,13.08,Lower Usage,Yamaha,Fascino 125,"$241,294.00 ",2020,118,0-150 cc,Electric,70.19,Third,2020,Not Available,Individual,"$188,571.76 ",Tier 1
Uttar Pradesh,77.1,High Usage,Kawasaki,Z650,"$137,600.00 ",2016,118,0-150 cc,Hybrid,72.38,First,2016,Not Available,Dealer,"$88,613.71 ",Tier 1
Maharashtra,73.56,High Usage,Hero,HF Deluxe,"$218,886.00 ",2019,118,0-150 cc,Hybrid,73.68,Second,2024,Active,Individual,"$129,562.57 ",Tier 1
Karnataka,58.49,High Usage,TVS,Apache RTR 160,"$123,667.00 ",2021,118,0-150 cc,Hybrid,78.3,Second,2024,Expired,Individual,"$66,627.93 ",Tier 2
Tamil Nadu,61.11,High Usage,Yamaha,MT-15,"$311,111.00 ",2019,118,0-150 cc,Electric,92.52,Second,2021,Expired,Individual,"$201,854.02 ",Tier 3
Maharashtra,6.04,Lower Usage,Yamaha,MT-15,"$150,542.00 ",2022,118,0-150 cc,Electric,99.73,First,2022,Not Available,Individual,"$74,962.66 ",Tier 2
Karnataka,26.23,Moderate Usage,Honda,CBR 650R,"$195,868.00 ",2021,119,0-150 cc,Petrol,31.35,Second,2024,Expired,Individual,"$137,398.96 ",Tier 1
Uttar Pradesh,38.23,Moderate Usage,Royal Enfield,Interceptor 650,"$183,782.00 ",2016,119,0-150 cc,Petrol,33.64,Second,2018,Not Available,Dealer,"$112,582.16 ",Metro
Gujarat,69.34,High Usage,Kawasaki,Versys 650,"$202,981.00 ",2020,119,0-150 cc,Petrol,39.29,Third,2022,Expired,Individual,"$147,068.50 ",Tier 3
Rajasthan,57.24,High Usage,KTM,Duke 200,"$275,481.00 ",2020,119,0-150 cc,Petrol,40.8,First,2020,Not Available,Dealer,"$217,624.21 ",Tier 2
Gujarat,61.11,High Usage,Royal Enfield,Classic 350,"$337,722.00 ",2021,119,0-150 cc,Petrol,41.54,First,2021,Not Available,Individual,"$214,857.40 ",Metro
Karnataka,68.3,High Usage,KTM,RC 390,"$196,019.00 ",2023,119,0-150 cc,Petrol,55.45,Third,2023,Expired,Dealer,"$128,131.41 ",Tier 2
Maharashtra,15.51,Lower Usage,TVS,Jupiter,"$199,373.00 ",2022,119,0-150 cc,Electric,60.03,Second,2024,Not Available,Individual,"$122,780.10 ",Tier 3
Rajasthan,65.59,High Usage,Hero,Glamour,"$242,153.00 ",2018,119,0-150 cc,Electric,75.29,Third,2022,Active,Dealer,"$168,665.55 ",Tier 3
Punjab,53.11,High Usage,KTM,390 Adventure,"$76,172.00 ",2021,119,0-150 cc,Hybrid,79.21,Third,2023,Active,Individual,"$60,074.63 ",Metro
Punjab,45.25,High Usage,Honda,Activa,"$84,771.00 ",2020,119,0-150 cc,Electric,81.7,Second,2020,Expired,Individual,"$44,190.08 ",Metro
Maharashtra,50.49,High Usage,Hero,Passion Pro,"$152,781.00 ",2022,119,0-150 cc,Hybrid,84.77,First,2022,Expired,Individual,"$86,405.13 ",Tier 1
Maharashtra,79.28,High Usage,Yamaha,R15 V4,"$108,993.00 ",2022,119,0-150 cc,Electric,90.19,First,2022,Active,Individual,"$66,327.64 ",Tier 1
West Bengal,72.46,High Usage,Hero,Passion Pro,"$397,523.00 ",2021,119,0-150 cc,Hybrid,97.64,Third,2023,Expired,Dealer,"$202,843.90 ",Tier 3
Uttar Pradesh,47.69,High Usage,Honda,Dio,"$290,708.00 ",2024,120,0-150 cc,Petrol,33.94,Third,2024,Not Available,Individual,"$231,581.11 ",Tier 2
Rajasthan,8.77,Lower Usage,Bajaj,Avenger 220,"$263,855.00 ",2024,120,0-150 cc,Petrol,37.13,Second,2024,Not Available,Individual,"$200,891.80 ",Metro
Uttar Pradesh,56.8,High Usage,Honda,CBR 650R,"$305,344.00 ",2024,120,0-150 cc,Petrol,44.56,First,2024,Not Available,Dealer,"$234,153.58 ",Tier 3
Madhya Pradesh,47.45,High Usage,Royal Enfield,Meteor 350,"$250,149.00 ",2016,120,0-150 cc,Petrol,48.14,Second,2021,Expired,Dealer,"$185,133.92 ",Tier 3
West Bengal,77.94,High Usage,Royal Enfield,Classic 350,"$273,130.00 ",2021,120,0-150 cc,Hybrid,65.5,Third,2024,Not Available,Individual,"$208,504.72 ",Metro
Delhi,59.8,High Usage,TVS,Apache RTR 160,"$175,709.00 ",2018,120,0-150 cc,Hybrid,67.23,Second,2024,Not Available,Individual,"$97,026.37 ",Tier 3
Delhi,14.06,Lower Usage,Royal Enfield,Interceptor 650,"$159,747.00 ",2021,120,0-150 cc,Electric,83.5,First,2021,Not Available,Dealer,"$94,685.96 ",Tier 3
Rajasthan,59.06,High Usage,KTM,250 Duke,"$66,883.00 ",2015,120,0-150 cc,Hybrid,95.91,Second,2019,Expired,Individual,"$33,431.49 ",Metro
Gujarat,37.98,Moderate Usage,Bajaj,Dominar 400,"$84,198.00 ",2016,121,0-150 cc,Petrol,28.77,Third,2021,Expired,Dealer,"$51,933.91 ",Tier 2
Madhya Pradesh,34.4,Moderate Usage,Bajaj,Platina 110,"$264,825.00 ",2016,121,0-150 cc,Petrol,31.75,First,2016,Not Available,Individual,"$135,813.68 ",Tier 3
Uttar Pradesh,76.7,High Usage,Yamaha,Fascino 125,"$57,886.00 ",2022,121,0-150 cc,Petrol,43.73,Third,2023,Expired,Dealer,"$30,496.65 ",Metro
Maharashtra,31.37,Moderate Usage,Hero,HF Deluxe,"$93,792.00 ",2022,121,0-150 cc,Petrol,45.01,First,2022,Not Available,Dealer,"$59,640.80 ",Metro
Tamil Nadu,24.08,Moderate Usage,Bajaj,Avenger 220,"$120,717.00 ",2016,121,0-150 cc,Petrol,46.87,First,2016,Expired,Individual,"$54,265.32 ",Tier 3
Delhi,58.9,High Usage,Royal Enfield,Himalayan,"$172,960.00 ",2017,121,0-150 cc,Petrol,48.79,Second,2020,Expired,Individual,"$91,605.47 ",Tier 1
Tamil Nadu,56.89,High Usage,TVS,Jupiter,"$135,451.00 ",2021,121,0-150 cc,Petrol,50.99,Third,2024,Not Available,Dealer,"$75,823.25 ",Tier 2
Delhi,51.79,High Usage,Bajaj,Pulsar 150,"$283,575.00 ",2015,121,0-150 cc,Petrol,51.15,Third,2018,Expired,Dealer,"$202,664.64 ",Tier 1
Uttar Pradesh,56.99,High Usage,Honda,Unicorn,"$309,953.00 ",2019,121,0-150 cc,Hybrid,65.82,Second,2019,Not Available,Individual,"$129,114.80 ",Tier 1
Rajasthan,64.62,High Usage,KTM,390 Adventure,"$239,982.00 ",2015,121,0-150 cc,Hybrid,69.03,Second,2015,Active,Individual,"$100,348.07 ",Tier 1
Delhi,67.78,High Usage,KTM,250 Duke,"$147,397.00 ",2019,121,0-150 cc,Electric,74.2,Third,2019,Not Available,Individual,"$60,083.65 ",Tier 2
Madhya Pradesh,45.85,High Usage,Hero,Xtreme 160R,"$165,313.00 ",2016,121,0-150 cc,Hybrid,79.31,First,2016,Expired,Dealer,"$84,958.64 ",Tier 2
Karnataka,51.11,High Usage,Kawasaki,Z650,"$224,079.00 ",2020,121,0-150 cc,Electric,81.14,Third,2020,Active,Dealer,"$178,122.11 ",Tier 3
Maharashtra,20.81,Lower Usage,Honda,Activa,"$145,817.00 ",2021,121,0-150 cc,Hybrid,81.8,Third,2023,Not Available,Dealer,"$93,613.68 ",Tier 2
Karnataka,11.93,Lower Usage,KTM,250 Duke,"$205,979.00 ",2022,121,0-150 cc,Electric,82.53,First,2022,Not Available,Individual,"$163,235.75 ",Tier 3
Gujarat,70.29,High Usage,Hero,Xtreme 160R,"$149,990.00 ",2020,121,0-150 cc,Electric,92.83,Third,2021,Expired,Individual,"$107,244.60 ",Metro
Maharashtra,49.7,High Usage,Yamaha,FZ V3,"$309,146.00 ",2020,122,0-150 cc,Petrol,37.23,Third,2021,Not Available,Individual,"$194,433.59 ",Tier 2
Punjab,64.23,High Usage,KTM,Duke 200,"$219,945.00 ",2015,122,0-150 cc,Petrol,38.85,Second,2019,Not Available,Individual,"$142,909.93 ",Tier 2
Maharashtra,67.6,High Usage,KTM,390 Adventure,"$281,393.00 ",2022,122,0-150 cc,Petrol,49.68,First,2022,Active,Dealer,"$116,206.25 ",Metro
Madhya Pradesh,74.66,High Usage,TVS,Sport,"$317,684.00 ",2015,122,0-150 cc,Electric,84.03,Third,2017,Active,Dealer,"$157,795.98 ",Tier 1
Delhi,34.66,Moderate Usage,Hero,Splendor Plus,"$362,510.00 ",2019,122,0-150 cc,Hybrid,86.1,First,2019,Expired,Individual,"$249,027.54 ",Metro
Uttar Pradesh,64.04,High Usage,Honda,Shine,"$101,976.00 ",2016,123,0-150 cc,Petrol,28.79,First,2016,Not Available,Individual,"$61,411.83 ",Tier 3
Madhya Pradesh,54.54,High Usage,TVS,Ronin,"$237,208.00 ",2019,123,0-150 cc,Petrol,49.7,Third,2024,Expired,Dealer,"$127,569.72 ",Tier 3
Madhya Pradesh,35.04,Moderate Usage,KTM,250 Duke,"$206,888.00 ",2024,123,0-150 cc,Petrol,54.37,Second,2024,Not Available,Individual,"$111,489.01 ",Metro
Uttar Pradesh,76.24,High Usage,Yamaha,FZ V3,"$374,639.00 ",2018,123,0-150 cc,Petrol,54.69,Third,2018,Not Available,Dealer,"$198,639.83 ",Metro
Madhya Pradesh,74,High Usage,Royal Enfield,Hunter 350,"$361,926.00 ",2021,123,0-150 cc,Hybrid,60.44,Second,2021,Not Available,Dealer,"$225,623.82 ",Tier 3
Maharashtra,35.74,Moderate Usage,Bajaj,Platina 110,"$76,380.00 ",2024,123,0-150 cc,Hybrid,61.96,Third,2024,Active,Dealer,"$36,908.29 ",Tier 1
Tamil Nadu,52.38,High Usage,Royal Enfield,Hunter 350,"$355,717.00 ",2022,123,0-150 cc,Electric,63.57,First,2022,Active,Dealer,"$174,403.98 ",Tier 3
Rajasthan,29.71,Moderate Usage,Royal Enfield,Meteor 350,"$390,924.00 ",2023,123,0-150 cc,Electric,64.69,First,2023,Not Available,Dealer,"$232,874.33 ",Tier 3
Gujarat,49.75,High Usage,Honda,Dio,"$315,606.00 ",2016,123,0-150 cc,Hybrid,76.88,Second,2024,Expired,Dealer,"$201,993.23 ",Tier 3
Punjab,65.03,High Usage,Hero,Xtreme 160R,"$237,826.00 ",2015,123,0-150 cc,Hybrid,77.62,Third,2023,Not Available,Dealer,"$183,312.80 ",Metro
Tamil Nadu,5.59,Lower Usage,Hero,Glamour,"$230,820.00 ",2019,123,0-150 cc,Hybrid,78.59,Third,2021,Expired,Individual,"$181,581.37 ",Tier 2
Gujarat,43.27,High Usage,Hero,Passion Pro,"$60,749.00 ",2022,123,0-150 cc,Electric,80.3,First,2022,Not Available,Dealer,"$44,802.74 ",Tier 2
Karnataka,24.32,Moderate Usage,Royal Enfield,Classic 350,"$327,312.00 ",2024,123,0-150 cc,Hybrid,92.78,First,2024,Expired,Individual,"$230,889.91 ",Tier 3
Rajasthan,49.44,High Usage,Honda,Unicorn,"$395,126.00 ",2022,123,0-150 cc,Hybrid,98.29,First,2022,Expired,Individual,"$169,603.62 ",Tier 3
Punjab,51.61,High Usage,Royal Enfield,Hunter 350,"$325,171.00 ",2015,124,0-150 cc,Petrol,33.45,Second,2015,Expired,Dealer,"$140,532.59 ",Tier 2
Delhi,31.06,Moderate Usage,Honda,Dio,"$148,929.00 ",2021,124,0-150 cc,Petrol,39.61,First,2021,Expired,Individual,"$76,790.65 ",Metro
Rajasthan,74.62,High Usage,Kawasaki,Z650,"$193,414.00 ",2023,124,0-150 cc,Petrol,50.14,Third,2023,Active,Dealer,"$87,290.44 ",Metro
Tamil Nadu,59.43,High Usage,Bajaj,Avenger 220,"$182,275.00 ",2015,124,0-150 cc,Hybrid,62.89,First,2015,Expired,Individual,"$142,878.14 ",Tier 2
Tamil Nadu,39.51,Moderate Usage,Hero,HF Deluxe,"$360,129.00 ",2021,124,0-150 cc,Hybrid,66.27,First,2021,Expired,Dealer,"$153,698.55 ",Tier 2
Delhi,71.92,High Usage,KTM,RC 390,"$276,663.00 ",2016,124,0-150 cc,Hybrid,69.22,Second,2020,Expired,Individual,"$143,022.92 ",Tier 1
Tamil Nadu,79.05,High Usage,TVS,Jupiter,"$123,246.00 ",2015,124,0-150 cc,Electric,70.41,Second,2017,Not Available,Dealer,"$75,602.37 ",Metro
Maharashtra,59.42,High Usage,Hero,Xtreme 160R,"$352,786.00 ",2017,124,0-150 cc,Electric,72.94,First,2017,Active,Dealer,"$185,912.70 ",Metro
Punjab,29.74,Moderate Usage,KTM,125 Duke,"$282,250.00 ",2020,124,0-150 cc,Hybrid,73.37,Third,2023,Expired,Individual,"$166,468.97 ",Tier 1
West Bengal,9.07,Lower Usage,Yamaha,MT-15,"$337,220.00 ",2020,124,0-150 cc,Electric,80.13,Second,2024,Not Available,Individual,"$155,888.85 ",Metro
Tamil Nadu,35.89,Moderate Usage,Bajaj,Avenger 220,"$219,530.00 ",2023,125,0-150 cc,Petrol,35.92,Third,2024,Active,Dealer,"$143,995.28 ",Tier 3
Maharashtra,27.99,Moderate Usage,KTM,250 Duke,"$229,779.00 ",2018,125,0-150 cc,Petrol,44.33,Second,2023,Active,Individual,"$93,358.03 ",Tier 2
Tamil Nadu,79.84,High Usage,TVS,Ronin,"$192,314.00 ",2023,125,0-150 cc,Petrol,55.63,Second,2023,Active,Individual,"$118,625.08 ",Tier 2
Madhya Pradesh,19.79,Lower Usage,KTM,250 Duke,"$236,620.00 ",2020,125,0-150 cc,Petrol,57.49,First,2020,Not Available,Dealer,"$158,482.35 ",Tier 3
Delhi,36.11,Moderate Usage,TVS,Sport,"$322,354.00 ",2024,125,0-150 cc,Petrol,58.2,Third,2024,Expired,Individual,"$149,357.60 ",Tier 2
Maharashtra,46.76,High Usage,Kawasaki,Vulcan S,"$76,657.00 ",2023,125,0-150 cc,Electric,64.27,Third,2024,Active,Dealer,"$31,998.83 ",Tier 1
Gujarat,50.23,High Usage,Yamaha,R15 V4,"$393,799.00 ",2022,125,0-150 cc,Hybrid,66.12,Third,2022,Active,Individual,"$172,941.45 ",Tier 3
Punjab,77.59,High Usage,TVS,Sport,"$105,774.00 ",2023,125,0-150 cc,Electric,86.52,Third,2023,Not Available,Individual,"$45,227.46 ",Tier 1
Gujarat,69.63,High Usage,Hero,Splendor Plus,"$105,026.00 ",2021,125,0-150 cc,Electric,88.2,Second,2024,Active,Individual,"$45,787.17 ",Metro
West Bengal,26.03,Moderate Usage,TVS,NTorq 125,"$278,641.00 ",2015,125,0-150 cc,Hybrid,89.98,First,2015,Not Available,Individual,"$189,265.46 ",Metro
Tamil Nadu,8.56,Lower Usage,Royal Enfield,Classic 350,"$180,830.00 ",2018,125,0-150 cc,Hybrid,92.3,Third,2018,Active,Dealer,"$85,688.72 ",Tier 3
Delhi,34.29,Moderate Usage,Bajaj,CT 100,"$353,274.00 ",2017,126,0-150 cc,Petrol,26.78,Second,2024,Not Available,Individual,"$193,412.28 ",Tier 3
Uttar Pradesh,10.05,Lower Usage,Hero,Xtreme 160R,"$329,780.00 ",2019,126,0-150 cc,Petrol,28.54,Second,2020,Expired,Individual,"$262,044.14 ",Metro
West Bengal,28.92,Moderate Usage,Hero,Splendor Plus,"$225,481.00 ",2021,126,0-150 cc,Petrol,30.66,Third,2023,Active,Individual,"$112,163.46 ",Tier 1
Punjab,5.61,Lower Usage,Bajaj,Dominar 400,"$116,754.00 ",2017,126,0-150 cc,Petrol,38.4,First,2017,Not Available,Individual,"$75,843.45 ",Tier 3
Punjab,9.43,Lower Usage,Hero,Glamour,"$367,274.00 ",2022,126,0-150 cc,Electric,65.79,First,2022,Active,Individual,"$158,926.81 ",Metro
Karnataka,50.38,High Usage,Yamaha,R15 V4,"$242,201.00 ",2023,126,0-150 cc,Electric,73.31,Second,2024,Expired,Individual,"$120,081.92 ",Tier 2
Maharashtra,15.06,Lower Usage,KTM,Duke 200,"$263,440.00 ",2017,126,0-150 cc,Electric,83.38,First,2017,Expired,Dealer,"$167,353.24 ",Tier 2
Karnataka,20.35,Lower Usage,Bajaj,CT 100,"$196,884.00 ",2022,126,0-150 cc,Hybrid,89.17,Third,2022,Active,Dealer,"$112,148.05 ",Tier 3
Delhi,44.25,High Usage,Hero,Glamour,"$342,271.00 ",2015,126,0-150 cc,Hybrid,90.1,Second,2017,Active,Individual,"$154,244.44 ",Tier 2
Tamil Nadu,11.1,Lower Usage,TVS,Sport,"$257,446.00 ",2019,126,0-150 cc,Hybrid,91.43,First,2019,Not Available,Dealer,"$185,313.10 ",Tier 2
Madhya Pradesh,15.6,Lower Usage,Hero,HF Deluxe,"$70,119.00 ",2020,126,0-150 cc,Hybrid,96.6,Third,2022,Not Available,Individual,"$43,929.20 ",Tier 3
