State,Avg Daily Distance(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
West Bengal,43.56,Kawasaki,Versys 650,"$336,167.00 ",2015,116,Petrol,49.43,First,2015,Expired,Dealer,"$224,561.93 ",Tier 3
Madhya Pradesh,12.93,Yamaha,Ray ZR,"$139,497.00 ",2022,116,Petrol,50.23,Second,2024,Not Available,Dealer,"$91,520.83 ",Metro
Tamil Nadu,36.6,Royal Enfield,Interceptor 650,"$282,112.00 ",2022,116,Petrol,50.93,First,2022,Expired,Individual,"$170,839.08 ",Tier 3
Maharashtra,11.6,Bajaj,Dominar 400,"$193,068.00 ",2015,116,Petrol,55.8,Third,2022,Expired,Dealer,"$139,480.26 ",Tier 1
Gujarat,68.27,TVS,Ronin,"$218,954.00 ",2024,116,Electric,72.41,First,2024,Not Available,Dealer,"$114,251.53 ",Tier 1
Madhya Pradesh,34.27,Royal Enfield,Meteor 350,"$293,401.00 ",2023,116,Hybrid,90.24,Second,2023,Expired,Individual,"$125,164.70 ",Tier 2
West Bengal,15.43,Yamaha,Fascino 125,"$138,590.00 ",2023,117,Petrol,30.24,Second,2023,Active,Dealer,"$85,059.12 ",Tier 3
Maharashtra,36.27,Hero,HF Deluxe,"$211,628.00 ",2018,117,Petrol,30.44,Second,2020,Expired,Dealer,"$160,249.37 ",Tier 1
Karnataka,33.44,Yamaha,Ray ZR,"$152,292.00 ",2024,117,Petrol,30.53,Third,2024,Active,Dealer,"$110,686.93 ",Metro
Delhi,9.87,KTM,390 Adventure,"$100,389.00 ",2024,117,Petrol,34.46,Second,2024,Active,Dealer,"$63,724.51 ",Tier 1
Karnataka,30.3,Kawasaki,Ninja 400,"$167,093.00 ",2018,117,Petrol,34.54,Second,2020,Not Available,Individual,"$74,473.47 ",Tier 3
Uttar Pradesh,42.48,Yamaha,MT-15,"$314,543.00 ",2016,117,Petrol,35.66,Third,2022,Expired,Dealer,"$238,888.95 ",Tier 3
Gujarat,76.93,TVS,Ronin,"$271,554.00 ",2020,117,Petrol,36.38,Third,2021,Active,Individual,"$137,155.12 ",Metro
Karnataka,66.67,Kawasaki,Vulcan S,"$204,732.00 ",2024,117,Petrol,54.69,Third,2024,Not Available,Dealer,"$161,603.65 ",Tier 3
Gujarat,13.01,Royal Enfield,Classic 350,"$100,933.00 ",2023,117,Electric,60.54,Third,2024,Not Available,Dealer,"$59,731.83 ",Tier 2
Gujarat,79.03,Honda,Unicorn,"$297,683.00 ",2022,117,Hybrid,65.31,Third,2024,Active,Dealer,"$163,142.94 ",Tier 3
Tamil Nadu,5.44,Honda,Activa,"$245,736.00 ",2021,117,Hybrid,67.65,Second,2022,Active,Individual,"$175,411.26 ",Metro
Uttar Pradesh,75.5,KTM,390 Adventure,"$220,407.00 ",2023,117,Hybrid,78.97,Third,2023,Active,Dealer,"$93,683.86 ",Tier 2
Tamil Nadu,71.41,Yamaha,MT-15,"$386,626.00 ",2015,117,Electric,89.22,First,2015,Not Available,Dealer,"$245,784.23 ",Tier 1
Gujarat,60.51,Bajaj,Platina 110,"$72,463.00 ",2022,118,Petrol,26.28,First,2022,Active,Dealer,"$37,061.57 ",Tier 2
West Bengal,20.11,Kawasaki,Ninja 300,"$294,209.00 ",2020,118,Petrol,31.89,Second,2024,Active,Individual,"$129,355.18 ",Tier 2
Uttar Pradesh,77.03,Royal Enfield,Himalayan,"$334,773.00 ",2022,118,Petrol,41.8,First,2022,Not Available,Dealer,"$141,209.42 ",Tier 3
Karnataka,56.53,Hero,Glamour,"$75,325.00 ",2017,118,Petrol,48.01,Second,2017,Active,Individual,"$37,048.79 ",Tier 3
Madhya Pradesh,27.36,Hero,Splendor Plus,"$190,065.00 ",2023,118,Petrol,48.83,First,2023,Not Available,Individual,"$150,847.14 ",Tier 2
Delhi,74.2,Hero,Xtreme 160R,"$161,846.00 ",2019,118,Petrol,51.02,Third,2019,Not Available,Individual,"$96,689.47 ",Tier 1
Gujarat,15.86,TVS,NTorq 125,"$55,688.00 ",2021,118,Petrol,51.8,Second,2023,Not Available,Dealer,"$32,877.57 ",Metro
Karnataka,46.26,Honda,CBR 650R,"$382,183.00 ",2021,118,Petrol,51.81,Third,2021,Active,Dealer,"$211,052.44 ",Metro
Delhi,46.93,KTM,RC 390,"$333,566.00 ",2020,118,Petrol,52.74,Third,2024,Not Available,Individual,"$175,024.85 ",Metro
Madhya Pradesh,52.33,TVS,Apache RTR 160,"$71,147.00 ",2024,118,Hybrid,61.3,Third,2024,Expired,Dealer,"$52,113.17 ",Tier 2
Gujarat,30.76,Bajaj,CT 100,"$258,131.00 ",2016,118,Electric,63.63,First,2016,Not Available,Dealer,"$188,110.79 ",Tier 3
Karnataka,68.8,Yamaha,R15 V4,"$371,219.00 ",2015,118,Electric,64.3,First,2015,Expired,Dealer,"$251,453.72 ",Tier 3
Uttar Pradesh,17.33,Yamaha,MT-15,"$147,881.00 ",2022,118,Hybrid,66.91,First,2022,Expired,Individual,"$79,418.16 ",Tier 1
Uttar Pradesh,13.08,Yamaha,Fascino 125,"$241,294.00 ",2020,118,Electric,70.19,Third,2020,Not Available,Individual,"$188,571.76 ",Tier 1
Uttar Pradesh,77.1,Kawasaki,Z650,"$137,600.00 ",2016,118,Hybrid,72.38,First,2016,Not Available,Dealer,"$88,613.71 ",Tier 1
Maharashtra,73.56,Hero,HF Deluxe,"$218,886.00 ",2019,118,Hybrid,73.68,Second,2024,Active,Individual,"$129,562.57 ",Tier 1
Karnataka,58.49,TVS,Apache RTR 160,"$123,667.00 ",2021,118,Hybrid,78.3,Second,2024,Expired,Individual,"$66,627.93 ",Tier 2
Tamil Nadu,61.11,Yamaha,MT-15,"$311,111.00 ",2019,118,Electric,92.52,Second,2021,Expired,Individual,"$201,854.02 ",Tier 3
Maharashtra,6.04,Yamaha,MT-15,"$150,542.00 ",2022,118,Electric,99.73,First,2022,Not Available,Individual,"$74,962.66 ",Tier 2
Karnataka,26.23,Honda,CBR 650R,"$195,868.00 ",2021,119,Petrol,31.35,Second,2024,Expired,Individual,"$137,398.96 ",Tier 1
Uttar Pradesh,38.23,Royal Enfield,Interceptor 650,"$183,782.00 ",2016,119,Petrol,33.64,Second,2018,Not Available,Dealer,"$112,582.16 ",Metro
Gujarat,69.34,Kawasaki,Versys 650,"$202,981.00 ",2020,119,Petrol,39.29,Third,2022,Expired,Individual,"$147,068.50 ",Tier 3
Rajasthan,57.24,KTM,Duke 200,"$275,481.00 ",2020,119,Petrol,40.8,First,2020,Not Available,Dealer,"$217,624.21 ",Tier 2
Gujarat,61.11,Royal Enfield,Classic 350,"$337,722.00 ",2021,119,Petrol,41.54,First,2021,Not Available,Individual,"$214,857.40 ",Metro
Karnataka,68.3,KTM,RC 390,"$196,019.00 ",2023,119,Petrol,55.45,Third,2023,Expired,Dealer,"$128,131.41 ",Tier 2
Maharashtra,15.51,TVS,Jupiter,"$199,373.00 ",2022,119,Electric,60.03,Second,2024,Not Available,Individual,"$122,780.10 ",Tier 3
Rajasthan,65.59,Hero,Glamour,"$242,153.00 ",2018,119,Electric,75.29,Third,2022,Active,Dealer,"$168,665.55 ",Tier 3
Punjab,53.11,KTM,390 Adventure,"$76,172.00 ",2021,119,Hybrid,79.21,Third,2023,Active,Individual,"$60,074.63 ",Metro
Punjab,45.25,Honda,Activa,"$84,771.00 ",2020,119,Electric,81.7,Second,2020,Expired,Individual,"$44,190.08 ",Metro
Maharashtra,50.49,Hero,Passion Pro,"$152,781.00 ",2022,119,Hybrid,84.77,First,2022,Expired,Individual,"$86,405.13 ",Tier 1
Maharashtra,79.28,Yamaha,R15 V4,"$108,993.00 ",2022,119,Electric,90.19,First,2022,Active,Individual,"$66,327.64 ",Tier 1
West Bengal,72.46,Hero,Passion Pro,"$397,523.00 ",2021,119,Hybrid,97.64,Third,2023,Expired,Dealer,"$202,843.90 ",Tier 3
Uttar Pradesh,47.69,Honda,Dio,"$290,708.00 ",2024,120,Petrol,33.94,Third,2024,Not Available,Individual,"$231,581.11 ",Tier 2
Rajasthan,8.77,Bajaj,Avenger 220,"$263,855.00 ",2024,120,Petrol,37.13,Second,2024,Not Available,Individual,"$200,891.80 ",Metro
Uttar Pradesh,56.8,Honda,CBR 650R,"$305,344.00 ",2024,120,Petrol,44.56,First,2024,Not Available,Dealer,"$234,153.58 ",Tier 3
Madhya Pradesh,47.45,Royal Enfield,Meteor 350,"$250,149.00 ",2016,120,Petrol,48.14,Second,2021,Expired,Dealer,"$185,133.92 ",Tier 3
West Bengal,77.94,Royal Enfield,Classic 350,"$273,130.00 ",2021,120,Hybrid,65.5,Third,2024,Not Available,Individual,"$208,504.72 ",Metro
Delhi,59.8,TVS,Apache RTR 160,"$175,709.00 ",2018,120,Hybrid,67.23,Second,2024,Not Available,Individual,"$97,026.37 ",Tier 3
Delhi,14.06,Royal Enfield,Interceptor 650,"$159,747.00 ",2021,120,Electric,83.5,First,2021,Not Available,Dealer,"$94,685.96 ",Tier 3
Rajasthan,59.06,KTM,250 Duke,"$66,883.00 ",2015,120,Hybrid,95.91,Second,2019,Expired,Individual,"$33,431.49 ",Metro
Gujarat,37.98,Bajaj,Dominar 400,"$84,198.00 ",2016,121,Petrol,28.77,Third,2021,Expired,Dealer,"$51,933.91 ",Tier 2
Madhya Pradesh,34.4,Bajaj,Platina 110,"$264,825.00 ",2016,121,Petrol,31.75,First,2016,Not Available,Individual,"$135,813.68 ",Tier 3
Uttar Pradesh,76.7,Yamaha,Fascino 125,"$57,886.00 ",2022,121,Petrol,43.73,Third,2023,Expired,Dealer,"$30,496.65 ",Metro
Maharashtra,31.37,Hero,HF Deluxe,"$93,792.00 ",2022,121,Petrol,45.01,First,2022,Not Available,Dealer,"$59,640.80 ",Metro
Tamil Nadu,24.08,Bajaj,Avenger 220,"$120,717.00 ",2016,121,Petrol,46.87,First,2016,Expired,Individual,"$54,265.32 ",Tier 3
Delhi,58.9,Royal Enfield,Himalayan,"$172,960.00 ",2017,121,Petrol,48.79,Second,2020,Expired,Individual,"$91,605.47 ",Tier 1
Tamil Nadu,56.89,TVS,Jupiter,"$135,451.00 ",2021,121,Petrol,50.99,Third,2024,Not Available,Dealer,"$75,823.25 ",Tier 2
Delhi,51.79,Bajaj,Pulsar 150,"$283,575.00 ",2015,121,Petrol,51.15,Third,2018,Expired,Dealer,"$202,664.64 ",Tier 1
Uttar Pradesh,56.99,Honda,Unicorn,"$309,953.00 ",2019,121,Hybrid,65.82,Second,2019,Not Available,Individual,"$129,114.80 ",Tier 1
Rajasthan,64.62,KTM,390 Adventure,"$239,982.00 ",2015,121,Hybrid,69.03,Second,2015,Active,Individual,"$100,348.07 ",Tier 1
Delhi,67.78,KTM,250 Duke,"$147,397.00 ",2019,121,Electric,74.2,Third,2019,Not Available,Individual,"$60,083.65 ",Tier 2
Madhya Pradesh,45.85,Hero,Xtreme 160R,"$165,313.00 ",2016,121,Hybrid,79.31,First,2016,Expired,Dealer,"$84,958.64 ",Tier 2
Karnataka,51.11,Kawasaki,Z650,"$224,079.00 ",2020,121,Electric,81.14,Third,2020,Active,Dealer,"$178,122.11 ",Tier 3
Maharashtra,20.81,Honda,Activa,"$145,817.00 ",2021,121,Hybrid,81.8,Third,2023,Not Available,Dealer,"$93,613.68 ",Tier 2
Karnataka,11.93,KTM,250 Duke,"$205,979.00 ",2022,121,Electric,82.53,First,2022,Not Available,Individual,"$163,235.75 ",Tier 3
Gujarat,70.29,Hero,Xtreme 160R,"$149,990.00 ",2020,121,Electric,92.83,Third,2021,Expired,Individual,"$107,244.60 ",Metro
Maharashtra,49.7,Yamaha,FZ V3,"$309,146.00 ",2020,122,Petrol,37.23,Third,2021,Not Available,Individual,"$194,433.59 ",Tier 2
Punjab,64.23,KTM,Duke 200,"$219,945.00 ",2015,122,Petrol,38.85,Second,2019,Not Available,Individual,"$142,909.93 ",Tier 2
Maharashtra,67.6,KTM,390 Adventure,"$281,393.00 ",2022,122,Petrol,49.68,First,2022,Active,Dealer,"$116,206.25 ",Metro
Madhya Pradesh,74.66,TVS,Sport,"$317,684.00 ",2015,122,Electric,84.03,Third,2017,Active,Dealer,"$157,795.98 ",Tier 1
Delhi,34.66,Hero,Splendor Plus,"$362,510.00 ",2019,122,Hybrid,86.1,First,2019,Expired,Individual,"$249,027.54 ",Metro
Uttar Pradesh,64.04,Honda,Shine,"$101,976.00 ",2016,123,Petrol,28.79,First,2016,Not Available,Individual,"$61,411.83 ",Tier 3
Madhya Pradesh,54.54,TVS,Ronin,"$237,208.00 ",2019,123,Petrol,49.7,Third,2024,Expired,Dealer,"$127,569.72 ",Tier 3
Madhya Pradesh,35.04,KTM,250 Duke,"$206,888.00 ",2024,123,Petrol,54.37,Second,2024,Not Available,Individual,"$111,489.01 ",Metro
Uttar Pradesh,76.24,Yamaha,FZ V3,"$374,639.00 ",2018,123,Petrol,54.69,Third,2018,Not Available,Dealer,"$198,639.83 ",Metro
Madhya Pradesh,74,Royal Enfield,Hunter 350,"$361,926.00 ",2021,123,Hybrid,60.44,Second,2021,Not Available,Dealer,"$225,623.82 ",Tier 3
Maharashtra,35.74,Bajaj,Platina 110,"$76,380.00 ",2024,123,Hybrid,61.96,Third,2024,Active,Dealer,"$36,908.29 ",Tier 1
Tamil Nadu,52.38,Royal Enfield,Hunter 350,"$355,717.00 ",2022,123,Electric,63.57,First,2022,Active,Dealer,"$174,403.98 ",Tier 3
Rajasthan,29.71,Royal Enfield,Meteor 350,"$390,924.00 ",2023,123,Electric,64.69,First,2023,Not Available,Dealer,"$232,874.33 ",Tier 3
Gujarat,49.75,Honda,Dio,"$315,606.00 ",2016,123,Hybrid,76.88,Second,2024,Expired,Dealer,"$201,993.23 ",Tier 3
Punjab,65.03,Hero,Xtreme 160R,"$237,826.00 ",2015,123,Hybrid,77.62,Third,2023,Not Available,Dealer,"$183,312.80 ",Metro
Tamil Nadu,5.59,Hero,Glamour,"$230,820.00 ",2019,123,Hybrid,78.59,Third,2021,Expired,Individual,"$181,581.37 ",Tier 2
Gujarat,43.27,Hero,Passion Pro,"$60,749.00 ",2022,123,Electric,80.3,First,2022,Not Available,Dealer,"$44,802.74 ",Tier 2
Karnataka,24.32,Royal Enfield,Classic 350,"$327,312.00 ",2024,123,Hybrid,92.78,First,2024,Expired,Individual,"$230,889.91 ",Tier 3
Rajasthan,49.44,Honda,Unicorn,"$395,126.00 ",2022,123,Hybrid,98.29,First,2022,Expired,Individual,"$169,603.62 ",Tier 3
Punjab,51.61,Royal Enfield,Hunter 350,"$325,171.00 ",2015,124,Petrol,33.45,Second,2015,Expired,Dealer,"$140,532.59 ",Tier 2
Delhi,31.06,Honda,Dio,"$148,929.00 ",2021,124,Petrol,39.61,First,2021,Expired,Individual,"$76,790.65 ",Metro
Rajasthan,74.62,Kawasaki,Z650,"$193,414.00 ",2023,124,Petrol,50.14,Third,2023,Active,Dealer,"$87,290.44 ",Metro
Tamil Nadu,59.43,Bajaj,Avenger 220,"$182,275.00 ",2015,124,Hybrid,62.89,First,2015,Expired,Individual,"$142,878.14 ",Tier 2
Tamil Nadu,39.51,Hero,HF Deluxe,"$360,129.00 ",2021,124,Hybrid,66.27,First,2021,Expired,Dealer,"$153,698.55 ",Tier 2
Delhi,71.92,KTM,RC 390,"$276,663.00 ",2016,124,Hybrid,69.22,Second,2020,Expired,Individual,"$143,022.92 ",Tier 1
Tamil Nadu,79.05,TVS,Jupiter,"$123,246.00 ",2015,124,Electric,70.41,Second,2017,Not Available,Dealer,"$75,602.37 ",Metro
Maharashtra,59.42,Hero,Xtreme 160R,"$352,786.00 ",2017,124,Electric,72.94,First,2017,Active,Dealer,"$185,912.70 ",Metro
Punjab,29.74,KTM,125 Duke,"$282,250.00 ",2020,124,Hybrid,73.37,Third,2023,Expired,Individual,"$166,468.97 ",Tier 1
West Bengal,9.07,Yamaha,MT-15,"$337,220.00 ",2020,124,Electric,80.13,Second,2024,Not Available,Individual,"$155,888.85 ",Metro
Tamil Nadu,35.89,Bajaj,Avenger 220,"$219,530.00 ",2023,125,Petrol,35.92,Third,2024,Active,Dealer,"$143,995.28 ",Tier 3
Maharashtra,27.99,KTM,250 Duke,"$229,779.00 ",2018,125,Petrol,44.33,Second,2023,Active,Individual,"$93,358.03 ",Tier 2
Tamil Nadu,79.84,TVS,Ronin,"$192,314.00 ",2023,125,Petrol,55.63,Second,2023,Active,Individual,"$118,625.08 ",Tier 2
Madhya Pradesh,19.79,KTM,250 Duke,"$236,620.00 ",2020,125,Petrol,57.49,First,2020,Not Available,Dealer,"$158,482.35 ",Tier 3
Delhi,36.11,TVS,Sport,"$322,354.00 ",2024,125,Petrol,58.2,Third,2024,Expired,Individual,"$149,357.60 ",Tier 2
Maharashtra,46.76,Kawasaki,Vulcan S,"$76,657.00 ",2023,125,Electric,64.27,Third,2024,Active,Dealer,"$31,998.83 ",Tier 1
Gujarat,50.23,Yamaha,R15 V4,"$393,799.00 ",2022,125,Hybrid,66.12,Third,2022,Active,Individual,"$172,941.45 ",Tier 3
Punjab,77.59,TVS,Sport,"$105,774.00 ",2023,125,Electric,86.52,Third,2023,Not Available,Individual,"$45,227.46 ",Tier 1
Gujarat,69.63,Hero,Splendor Plus,"$105,026.00 ",2021,125,Electric,88.2,Second,2024,Active,Individual,"$45,787.17 ",Metro
West Bengal,26.03,TVS,NTorq 125,"$278,641.00 ",2015,125,Hybrid,89.98,First,2015,Not Available,Individual,"$189,265.46 ",Metro
Tamil Nadu,8.56,Royal Enfield,Classic 350,"$180,830.00 ",2018,125,Hybrid,92.3,Third,2018,Active,Dealer,"$85,688.72 ",Tier 3
Delhi,34.29,Bajaj,CT 100,"$353,274.00 ",2017,126,Petrol,26.78,Second,2024,Not Available,Individual,"$193,412.28 ",Tier 3
Uttar Pradesh,10.05,Hero,Xtreme 160R,"$329,780.00 ",2019,126,Petrol,28.54,Second,2020,Expired,Individual,"$262,044.14 ",Metro
West Bengal,28.92,Hero,Splendor Plus,"$225,481.00 ",2021,126,Petrol,30.66,Third,2023,Active,Individual,"$112,163.46 ",Tier 1
Punjab,5.61,Bajaj,Dominar 400,"$116,754.00 ",2017,126,Petrol,38.4,First,2017,Not Available,Individual,"$75,843.45 ",Tier 3
Punjab,9.43,Hero,Glamour,"$367,274.00 ",2022,126,Electric,65.79,First,2022,Active,Individual,"$158,926.81 ",Metro
Karnataka,50.38,Yamaha,R15 V4,"$242,201.00 ",2023,126,Electric,73.31,Second,2024,Expired,Individual,"$120,081.92 ",Tier 2
Maharashtra,15.06,KTM,Duke 200,"$263,440.00 ",2017,126,Electric,83.38,First,2017,Expired,Dealer,"$167,353.24 ",Tier 2
Karnataka,20.35,Bajaj,CT 100,"$196,884.00 ",2022,126,Hybrid,89.17,Third,2022,Active,Dealer,"$112,148.05 ",Tier 3
Delhi,44.25,Hero,Glamour,"$342,271.00 ",2015,126,Hybrid,90.1,Second,2017,Active,Individual,"$154,244.44 ",Tier 2
Tamil Nadu,11.1,TVS,Sport,"$257,446.00 ",2019,126,Hybrid,91.43,First,2019,Not Available,Dealer,"$185,313.10 ",Tier 2
Madhya Pradesh,15.6,Hero,HF Deluxe,"$70,119.00 ",2020,126,Hybrid,96.6,Third,2022,Not Available,Individual,"$43,929.20 ",Tier 3
West Bengal,11.44,TVS,NTorq 125,"$319,235.00 ",2022,126,Hybrid,97.09,Second,2022,Active,Dealer,"$214,136.86 ",Tier 3
Tamil Nadu,71.46,Bajaj,Pulsar 150,"$250,134.00 ",2023,127,Petrol,44.4,Second,2023,Active,Dealer,"$122,039.03 ",Tier 1
Madhya Pradesh,37.51,Bajaj,Dominar 400,"$113,199.00 ",2018,127,Petrol,47.8,Third,2023,Active,Dealer,"$67,510.25 ",Tier 2
Madhya Pradesh,14.56,Hero,HF Deluxe,"$304,954.00 ",2024,127,Petrol,48.68,First,2024,Not Available,Individual,"$145,874.41 ",Metro
Karnataka,21.37,Hero,Passion Pro,"$289,898.00 ",2024,127,Hybrid,62.04,First,2024,Active,Dealer,"$195,551.60 ",Tier 2
Rajasthan,63.46,TVS,NTorq 125,"$262,469.00 ",2021,127,Electric,67.68,First,2021,Not Available,Individual,"$115,968.41 ",Tier 2
West Bengal,57.01,TVS,NTorq 125,"$207,539.00 ",2023,127,Electric,67.71,Second,2024,Active,Individual,"$138,053.75 ",Tier 3
Punjab,70.89,Yamaha,Ray ZR,"$207,569.00 ",2024,127,Electric,72.95,Third,2024,Expired,Dealer,"$111,078.46 ",Metro
Punjab,31.61,KTM,125 Duke,"$224,182.00 ",2021,127,Hybrid,82.21,Second,2021,Not Available,Individual,"$142,821.61 ",Tier 3
Tamil Nadu,18.03,Yamaha,FZ V3,"$186,967.00 ",2016,127,Hybrid,97.16,Second,2020,Not Available,Individual,"$120,905.21 ",Metro
Uttar Pradesh,65.81,Kawasaki,Ninja 300,"$269,988.00 ",2019,127,Electric,99.74,Second,2021,Not Available,Dealer,"$108,707.62 ",Tier 3
West Bengal,75.96,Royal Enfield,Interceptor 650,"$215,197.00 ",2022,128,Petrol,34.7,Third,2023,Not Available,Dealer,"$150,778.15 ",Tier 2
Gujarat,69.29,Kawasaki,Z650,"$154,787.00 ",2019,128,Petrol,37.95,First,2019,Not Available,Individual,"$101,878.73 ",Tier 2
Rajasthan,20.37,Kawasaki,Ninja 400,"$150,499.00 ",2022,128,Petrol,46.32,Third,2024,Not Available,Dealer,"$70,797.34 ",Tier 1
Madhya Pradesh,29.33,Hero,Glamour,"$190,712.00 ",2022,128,Petrol,52.84,Third,2024,Active,Individual,"$128,738.71 ",Tier 1
Uttar Pradesh,51.43,TVS,Apache RTR 160,"$287,536.00 ",2017,128,Hybrid,60.09,First,2017,Active,Individual,"$180,834.54 ",Tier 2
Madhya Pradesh,56.68,KTM,RC 390,"$129,664.00 ",2023,128,Electric,70.48,First,2023,Not Available,Individual,"$76,105.95 ",Tier 2
Rajasthan,45.34,Yamaha,Fascino 125,"$270,811.00 ",2017,128,Hybrid,71.75,First,2017,Not Available,Dealer,"$131,820.77 ",Tier 1
Karnataka,62.34,Hero,Xtreme 160R,"$55,319.00 ",2015,128,Hybrid,72.55,Second,2016,Expired,Dealer,"$24,908.06 ",Tier 1
Madhya Pradesh,30.64,Yamaha,R15 V4,"$146,249.00 ",2022,128,Hybrid,81.15,First,2022,Active,Individual,"$75,181.97 ",Tier 3
Rajasthan,41.79,KTM,250 Duke,"$74,711.00 ",2021,128,Electric,88.24,Second,2021,Active,Dealer,"$31,983.98 ",Metro
Gujarat,56.96,Honda,Activa,"$169,350.00 ",2024,128,Electric,89.84,Second,2024,Not Available,Dealer,"$130,929.77 ",Metro
Punjab,61.73,Bajaj,Dominar 400,"$159,344.00 ",2015,128,Electric,93.49,First,2015,Not Available,Dealer,"$80,211.84 ",Tier 2
Tamil Nadu,35.78,Royal Enfield,Classic 350,"$156,632.00 ",2021,128,Electric,97.8,First,2021,Expired,Dealer,"$93,244.23 ",Tier 2
Delhi,19.82,Honda,CBR 650R,"$366,081.00 ",2018,128,Electric,98.24,First,2018,Not Available,Individual,"$204,982.23 ",Tier 2
Gujarat,13.84,Honda,Activa,"$65,081.00 ",2016,129,Petrol,30.19,Second,2016,Not Available,Dealer,"$50,546.73 ",Metro
Uttar Pradesh,56.79,TVS,Sport,"$77,789.00 ",2021,129,Petrol,37.55,Second,2022,Expired,Dealer,"$38,634.37 ",Metro
Tamil Nadu,21.43,Royal Enfield,Classic 350,"$353,280.00 ",2023,129,Petrol,38.66,Second,2024,Not Available,Individual,"$155,618.71 ",Metro
Punjab,5.11,Honda,CBR 650R,"$174,730.00 ",2019,129,Petrol,44.91,Third,2024,Not Available,Individual,"$127,732.46 ",Metro
Rajasthan,32.83,TVS,Apache RTR 160,"$367,866.00 ",2023,129,Petrol,51.81,Third,2023,Expired,Individual,"$178,237.36 ",Tier 3
Gujarat,9.95,KTM,RC 390,"$233,567.00 ",2017,129,Petrol,58.78,Second,2023,Expired,Dealer,"$133,474.32 ",Tier 3
Uttar Pradesh,38.15,Hero,HF Deluxe,"$138,074.00 ",2016,129,Electric,61.72,Second,2018,Active,Individual,"$109,440.35 ",Tier 3
Gujarat,50,Hero,Glamour,"$277,680.00 ",2016,129,Hybrid,62.28,Second,2017,Active,Dealer,"$174,547.25 ",Tier 2
Madhya Pradesh,38.23,TVS,Ronin,"$80,924.00 ",2017,129,Hybrid,63.7,First,2017,Active,Individual,"$57,133.34 ",Tier 2
Tamil Nadu,14.63,Honda,Activa,"$237,027.00 ",2024,129,Hybrid,66.76,Second,2024,Expired,Individual,"$132,003.45 ",Tier 3
Madhya Pradesh,73.13,Hero,Glamour,"$378,391.00 ",2024,129,Hybrid,68.81,Second,2024,Not Available,Dealer,"$274,749.14 ",Metro
Gujarat,36.16,Bajaj,Pulsar 150,"$174,194.00 ",2016,129,Electric,73.96,Second,2019,Active,Dealer,"$116,232.15 ",Metro
Uttar Pradesh,68.56,KTM,390 Adventure,"$310,385.00 ",2015,129,Electric,75.77,Third,2023,Expired,Dealer,"$208,703.33 ",Tier 2
Tamil Nadu,72.94,Honda,Dio,"$235,615.00 ",2016,129,Electric,76.5,Second,2016,Expired,Individual,"$144,808.46 ",Tier 1
Punjab,59.97,Royal Enfield,Interceptor 650,"$88,875.00 ",2021,129,Electric,78.24,Third,2021,Active,Dealer,"$52,290.54 ",Tier 2
Gujarat,32.1,KTM,RC 390,"$221,313.00 ",2017,129,Hybrid,96.63,Second,2021,Active,Dealer,"$102,138.56 ",Tier 1
Delhi,45.68,Yamaha,Fascino 125,"$267,920.00 ",2022,129,Electric,99.07,First,2022,Not Available,Dealer,"$179,594.22 ",Tier 2
West Bengal,66.74,Hero,Passion Pro,"$398,052.00 ",2018,130,Petrol,30.55,Third,2023,Not Available,Individual,"$169,231.66 ",Tier 3
Karnataka,57.78,KTM,250 Duke,"$320,320.00 ",2022,130,Petrol,45.5,Third,2023,Active,Dealer,"$162,278.99 ",Metro
Delhi,68.34,KTM,250 Duke,"$230,683.00 ",2021,130,Electric,68,Third,2023,Expired,Individual,"$122,138.54 ",Tier 1
Punjab,23.21,Bajaj,Dominar 400,"$119,762.00 ",2023,130,Hybrid,68.03,Second,2024,Not Available,Dealer,"$75,663.16 ",Metro
Madhya Pradesh,5.25,TVS,NTorq 125,"$175,827.00 ",2023,130,Hybrid,69.4,Third,2024,Not Available,Individual,"$71,004.21 ",Tier 3
Punjab,67.62,Hero,HF Deluxe,"$268,390.00 ",2021,130,Electric,70.76,Second,2023,Expired,Individual,"$156,784.52 ",Tier 1
Maharashtra,69.34,Yamaha,FZ V3,"$232,258.00 ",2019,130,Electric,90.42,Third,2021,Expired,Dealer,"$141,412.33 ",Tier 1
West Bengal,36.48,Honda,Dio,"$65,211.00 ",2019,131,Petrol,28.89,Second,2021,Expired,Individual,"$41,192.83 ",Tier 1
Delhi,19.82,Honda,Dio,"$63,115.00 ",2017,131,Petrol,30.64,Second,2021,Not Available,Individual,"$29,763.83 ",Metro
Maharashtra,23.99,Honda,Activa,"$216,743.00 ",2020,131,Petrol,43.96,Third,2020,Expired,Dealer,"$168,957.15 ",Tier 1
Uttar Pradesh,76.86,TVS,Ronin,"$110,073.00 ",2016,131,Electric,64.33,First,2016,Not Available,Individual,"$47,622.54 ",Tier 1
Rajasthan,64.04,KTM,125 Duke,"$320,230.00 ",2024,131,Electric,78.33,Third,2024,Not Available,Dealer,"$218,714.20 ",Tier 1
Tamil Nadu,36.32,KTM,RC 390,"$130,071.00 ",2021,131,Electric,87.36,Third,2023,Active,Dealer,"$83,183.40 ",Tier 1
